Date,Open,High,Low,Close,Volume
2022-04-07,1659.9382568808055,1667.110741486502,1658.1588821867704,1663.4567490614882,245017
2022-04-08,1671.4016666984003,1671.6070364485329,1662.358559013946,1666.4504647143876,398203
2022-04-09,1671.3390937302493,1676.1645647869743,1665.6631211387337,1667.4427028769157,749718
2022-04-10,1668.08370293886,1670.4578717410252,1665.5384410813892,1670.1624144371517,699396
2022-04-11,1668.2855478023116,1674.06364502843,1667.617609287938,1670.7538014587712,196827
2022-04-12,1668.8721113391277,1671.6392760842064,1665.0916110395854,1668.8646390499612,567882
2022-04-13,1670.0529071797926,1671.8020103580077,1666.433971201469,1669.4132251840797,786136
2022-04-14,1665.9534120399028,1674.9112907301721,1660.9886450113695,1670.920856954925,893425
2022-04-15,1664.6899632428979,1670.3729250387578,1662.089594182414,1669.5834131779807,320447
2022-04-16,1666.1892341821635,1672.7042439984027,1666.1003302330842,1668.518835832111,546587
2022-04-17,1667.1625290849443,1670.4103601678644,1664.088535743875,1667.5633378899981,866550
2022-04-18,1663.2421298242386,1670.5354223911643,1659.7710759634576,1666.854068909371,140512
2022-04-19,1665.2897730416814,1669.3564651666732,1660.8621456527262,1667.8721527908074,328901
2022-04-20,1661.4119840190892,1669.3253579285006,1658.6056588656616,1666.210247759685,274586
2022-04-21,1670.999623502078,1672.7561953953307,1667.337399103799,1668.17349086455,464002
2022-04-22,1670.8976894385094,1675.3458542151934,1665.1100729752036,1666.769356904604,828573
2022-04-23,1670.089974815432,1672.3701523535549,1663.9611509949439,1668.2707727531977,459301
2022-04-24,1663.8250580367862,1666.9495232591084,1662.798288767327,1666.427847115577,844784
2022-04-25,1665.461655678326,1669.2315654997756,1661.7881895453397,1664.8780024007829,585094
2022-04-26,1666.7314821860732,1669.2936317752608,1660.5350834470491,1664.0413839201397,661433
2022-04-27,1670.5044172102284,1675.2631067875825,1665.144426633608,1665.6533559274842,122349
2022-04-28,1668.4012899719908,1668.8126702341376,1665.9349102632166,1667.3346483517912,582352
2022-04-29,1666.4092190213787,1668.5300944154017,1661.4226345392535,1665.4156674836513,101064
2022-04-30,1666.820499763682,1668.2448304817758,1666.1284496455412,1666.4634597597708,276157
2022-05-01,1661.3556789382128,1668.614999458569,1657.6585056711626,1665.728956804174,291145
2022-05-02,1660.944794784997,1668.3841366642744,1659.0823410172807,1665.4057681256195,489418
2022-05-03,1662.1289888292436,1670.4524118469383,1657.5264122819153,1665.677032521802,527963
2022-05-04,1662.1378917244147,1670.7126817250742,1661.6109438222356,1666.47154320283,695825
2022-05-05,1668.7138013764222,1673.1912628328475,1659.7030007639892,1664.5971286627323,104365
2022-05-06,1661.1027832034229,1664.297668489343,1656.5250663275492,1662.6281671520937,952071
2022-05-07,1665.2545076028027,1668.5213531640286,1660.1279475997187,1663.6166098765843,861398
2022-05-08,1664.6879307849465,1667.9677869280058,1660.7442892539073,1665.488124120353,562923
2022-05-09,1663.5703454969405,1666.187582569533,1661.865757186318,1664.648521778276,919926
2022-05-10,1669.5635333087143,1670.1059760862277,1663.6767718467675,1666.4170525502998,301293
2022-05-11,1662.2769995865908,1669.884432486909,1660.175958344542,1666.7815655398447,278000
2022-05-12,1667.2494084580444,1671.764093746455,1662.6511997080268,1665.3231651871524,393222
2022-05-13,1665.8098609276615,1667.6451540047549,1659.1006133754554,1663.675813946978,789111
2022-05-14,1668.6108973936873,1669.4839983128797,1663.4501036983318,1664.1937591847136,479431
2022-05-15,1659.6065087464428,1664.8962456577253,1657.652361369265,1664.2123013269418,325660
2022-05-16,1663.6773139770928,1664.4263034723726,1660.8470074911966,1664.3015391999609,113162
2022-05-17,1660.3953867367193,1664.922788633078,1656.4227917543071,1664.8152894053974,834941
2022-05-18,1659.5614449653804,1664.8936461664368,1656.4586260537146,1663.7169430295905,238100
2022-05-19,1661.2064625717783,1664.427599629287,1659.8496658187291,1662.7644959566917,331542
2022-05-20,1665.1021552836532,1669.8250530630364,1662.662103575809,1663.0143914858036,410376
2022-05-21,1662.98206266989,1663.745950929929,1658.6688689780829,1662.5803715761097,570388
2022-05-22,1660.3360248970068,1663.467484655751,1659.764815515073,1663.412401862502,574040
2022-05-23,1657.3638209406543,1662.2981898901294,1655.7436627504178,1662.266572826515,912035
2022-05-24,1662.637015921143,1665.15339671307,1660.403839656631,1661.4083809335536,118348
2022-05-25,1658.696313353285,1664.9213193684113,1655.4768134256572,1662.7990955835505,440006
2022-05-26,1660.8126459885448,1663.3348817934932,1659.2206684643431,1662.6454099340083,293135
2022-05-27,1663.1138416222032,1665.099165088198,1656.0012062835704,1660.942972499376,923278
2022-05-28,1665.3760557792798,1667.387569723565,1660.558610194388,1662.3830581306574,987710
2022-05-29,1663.5777776116472,1664.769863413857,1661.6646969596804,1662.0642357435402,948166
2022-05-30,1664.072806091837,1668.4020662996456,1657.9055989500932,1662.1639208078159,258622
2022-05-31,1661.4047653628145,1667.3974821599038,1660.1025251590734,1662.7707297388615,467047
2022-06-01,1663.1313334280799,1665.8697588043246,1659.7248587717402,1662.2548931626607,310180
2022-06-02,1664.8964463210236,1668.9124021926852,1663.1844435652156,1664.199404346224,481226
2022-06-03,1661.327473601066,1667.6370454668993,1659.1669820962634,1663.3086988872237,323455
2022-06-04,1667.83764880252,1668.865306919118,1662.3916963126092,1664.0342117271473,677379
2022-06-05,1662.6936907598877,1667.7010594024664,1662.349073573931,1664.2150540924572,463823
2022-06-06,1668.8622692503545,1672.8773476671313,1661.4595769701914,1664.3235142521219,807429
2022-06-07,1665.2205799792466,1668.5840042566754,1659.699514165138,1662.3544138017462,845176
2022-06-08,1666.7917945559868,1670.052012234485,1661.4205240329131,1663.3846836595797,277661
2022-06-09,1662.633712438821,1666.5660710241727,1657.5188604671005,1662.1911417848382,258231
2022-06-10,1660.6180908005692,1667.7765851628458,1657.5855410470967,1663.152622785913,469468
2022-06-11,1656.7573731208054,1661.646397775111,1654.4003991896825,1661.6116414627998,168484
2022-06-12,1659.8611050613288,1663.3614343796048,1657.324603513669,1661.3949317802521,945931
2022-06-13,1664.6856017328505,1666.041028865429,1659.4554446098161,1660.5087410002525,244671
2022-06-14,1656.6168505974988,1660.1326168063522,1653.0617703641383,1659.350429519822,618057
2022-06-15,1656.8322816556472,1662.8269745186494,1656.715702507765,1658.8108659495447,970776
2022-06-16,1657.8874237538569,1660.7649522968777,1655.704390730722,1659.994004666169,794844
2022-06-17,1661.4479244806791,1665.4899600569331,1653.9588011831797,1658.3531119714387,968276
2022-06-18,1659.1344044626208,1659.304976664485,1657.1205405625394,1658.9968437815105,499415
2022-06-19,1655.9285400468866,1658.5867249968921,1651.1781206055173,1657.8887658427004,908382
2022-06-20,1656.2241484232895,1661.6160638025374,1653.0254707408035,1657.732128151222,351715
2022-06-21,1658.6539475876964,1663.6331887567442,1655.7583598607546,1658.2144416225956,902783
2022-06-22,1660.2285669734783,1662.0015941869772,1653.2400826333671,1656.8544848656284,257469
2022-06-23,1662.9927166285634,1666.3136945564104,1653.9570150567336,1658.5685076299185,574642
2022-06-24,1663.6842759431715,1666.8324018545613,1657.0511990160555,1659.1694811661823,840914
2022-06-25,1656.9883917236236,1663.3992455799394,1652.5799272411573,1659.4208866950848,251635
2022-06-26,1664.252542906391,1667.9970267930992,1657.1543673697438,1659.565526697507,264872
2022-06-27,1663.349944625656,1664.8855864445852,1658.1201337775299,1660.5215109554986,441316
2022-06-28,1667.05067168975,1669.7355331684491,1659.6780422994757,1662.2908725010914,915376
2022-06-29,1660.1561087828695,1665.4507116769378,1656.8555012764082,1661.369139897828,975566
2022-06-30,1661.7289269415799,1664.1129293215583,1657.9674557116823,1659.5798482461123,654866
2022-07-01,1660.9538900959303,1663.5663343728884,1654.0947848000071,1658.2635582951668,603604
2022-07-02,1659.9718782424295,1662.346574930573,1653.8629063200203,1658.2391413088676,799827
2022-07-03,1660.5941260905165,1664.1712273105463,1658.9830175955567,1659.0847513240544,585348
2022-07-04,1655.0295656346316,1659.7208013279485,1654.8679455464726,1659.1520042169334,795763
2022-07-05,1655.3225368063422,1658.7931052209549,1652.5301497217235,1658.051717657406,384889
2022-07-06,1656.8894208563372,1660.3281415405459,1653.0405708669757,1656.9721300425933,270557
2022-07-07,1660.5098164409228,1665.2606367304397,1657.8235722287764,1658.7885281644835,725136
2022-07-08,1662.9994269334898,1664.9960134816017,1653.8397761442384,1658.1325106054226,197361
2022-07-09,1654.1472123314988,1660.9938625136244,1651.7187296184784,1658.8536107045418,646309
2022-07-10,1663.8344167666708,1667.3424749370158,1657.3808054070537,1659.7905143050536,465165
2022-07-11,1657.6834453912943,1661.7812924925145,1654.6260298525592,1659.3311242750096,231999
2022-07-12,1658.1584903064152,1663.9431082366532,1655.5491940752538,1659.4511070654476,327426
2022-07-13,1655.9080997897831,1659.242769611759,1655.3438167149698,1657.9047304751832,644235
2022-07-14,1661.638651042273,1666.5421348406774,1655.4402830084246,1657.7180922502423,432472
2022-07-15,1652.3116894251375,1657.5560608188173,1649.7808359034332,1655.923200317552,933013
2022-07-16,1653.0570189338325,1657.6456163636758,1648.3142482215799,1655.5181775150127,110104
2022-07-17,1654.6194372774717,1658.0296000407016,1651.0171843933902,1657.169250683549,398389
2022-07-18,1659.5465873674195,1660.6925577557674,1652.1951044429309,1656.9731374498183,932494
2022-07-19,1656.7339030140765,1658.3672270418283,1650.584089725696,1655.239976396037,513436
2022-07-20,1657.0882524838112,1661.4874799023166,1650.3876176043393,1654.7376002750138,359298
2022-07-21,1651.4948268600167,1658.1011023492638,1648.8678029844232,1654.2363601822988,541841
2022-07-22,1651.0679898803885,1655.7394850708606,1650.3400290567267,1652.080628256488,866873
2022-07-23,1652.7624988394825,1655.616214634535,1648.6865091432558,1649.7497438486714,790643
2022-07-24,1648.54124085515,1650.5279402901983,1644.79095006815,1647.9459122015353,653754
2022-07-25,1644.8979044236637,1649.1349131077388,1641.6853989104768,1645.449258977758,560747
2022-07-26,1641.7943151437062,1645.578047791338,1637.7408865053187,1644.2915547949303,794961
2022-07-27,1641.0136465732182,1646.0782256437271,1640.8644775205642,1641.7342424576225,518723
2022-07-28,1638.1281211339074,1642.6937181826504,1633.1356168371415,1639.1143579082316,923588
2022-07-29,1636.7580729443828,1637.1854533485628,1636.1922033798214,1636.9973135768212,635152
2022-07-30,1635.5488769939886,1637.4280145606194,1631.403451445165,1634.994834185773,127227
2022-07-31,1631.7290268335703,1636.3061750959077,1631.5010643612818,1634.3242143602815,160146
2022-08-01,1635.1673154997256,1637.5560062015431,1632.4737315360946,1632.6821458575046,850517
2022-08-02,1630.631635182092,1632.7460116474203,1627.5619806017899,1630.8174631899112,379478
2022-08-03,1627.801244015319,1633.01267764026,1626.5272385871215,1629.102303499827,803847
2022-08-04,1624.1012172111612,1630.6062976761696,1623.5345967340456,1628.4313161294801,869931
2022-08-05,1626.9013424836824,1629.9202298426446,1624.7342053230543,1625.556116867747,173466
2022-08-06,1629.15321838454,1629.4705542500042,1623.580855553614,1624.733186263021,217593
2022-08-07,1619.4879347938436,1624.9836783662663,1618.6691977453738,1622.4897015673237,743245
2022-08-08,1617.4203568874823,1624.707116075063,1615.4655783915387,1620.8989243195049,845864
2022-08-09,1617.3549521380858,1619.945280637907,1613.7492825888296,1619.430878174358,186271
2022-08-10,1618.8735790438668,1620.8373430509566,1615.0951281730406,1616.9436109752223,268822
2022-08-11,1616.7544097104137,1616.9645277175916,1610.91240966524,1613.947061148394,965780
2022-08-12,1615.7315674206782,1616.701285665743,1607.737282449623,1611.9137082165346,294397
2022-08-13,1614.3722477851977,1616.0657571001873,1604.752580007602,1609.4141107673865,569623
2022-08-14,1610.6238647351818,1612.0786523493866,1604.2773378878321,1607.2391756342295,870641
2022-08-15,1610.460549028719,1613.2834639924315,1605.452083322879,1606.1134108612591,340404
2022-08-16,1607.1650523104493,1607.4069631509492,1601.3149599936755,1604.2914517776871,542552
2022-08-17,1606.6767583149308,1608.6123834829482,1600.1547912732908,1602.2002732412536,648145
2022-08-18,1602.658766708508,1607.2898122212002,1600.3520766088056,1601.6446907912891,775174
2022-08-19,1603.2463947439594,1603.707321785362,1597.0329345547952,1599.8795795804426,141034
2022-08-20,1595.2511063731088,1603.4274907096626,1593.8329669969055,1598.948372615747,942129
2022-08-21,1596.8583182823234,1599.0124498448777,1593.8310014311858,1596.630036847807,576729
2022-08-22,1592.1679720590635,1598.5219838014532,1588.7706465541567,1595.8562368387377,192177
2022-08-23,1594.4659935534548,1599.4636423253967,1590.5498681603844,1593.5583307002103,216977
2022-08-24,1592.1984704782456,1592.6924546082503,1589.5780106057684,1591.2621976997632,711027
2022-08-25,1585.6065696059106,1593.6676417876774,1584.1001679245906,1589.5243147882518,325656
2022-08-26,1584.99720970322,1588.5473390868963,1581.0387641345212,1587.620867474501,737520
2022-08-27,1584.4016884572206,1586.1195511194153,1583.8781238057745,1585.720513962823,999936
2022-08-28,1579.3888407954353,1585.3451555271818,1575.977008608916,1584.093078575989,333634
2022-08-29,1582.953136528957,1587.8035557128137,1581.9077876199942,1583.546169001794,127667
2022-08-30,1582.7825075211406,1586.7036203055827,1579.0753126416023,1582.2235699129203,963830
2022-08-31,1582.953741226247,1586.5127121197186,1575.749882912808,1579.7085353290556,667213
2022-09-01,1573.3372839435922,1582.0970854232971,1568.8771566155756,1577.6000060071995,419758
2022-09-02,1574.7834899413458,1576.4948768628085,1574.735471243291,1575.6410529615835,747179
2022-09-03,1579.323760970434,1579.9144465678423,1571.9809064622937,1574.8112560921911,581798
2022-09-04,1575.1832307040952,1577.2055069657256,1568.2553479569917,1573.1536099834811,221247
2022-09-05,1570.3726546298665,1575.5372342560152,1567.369948286443,1570.6804936019746,202969
2022-09-06,1571.8065571473364,1575.0029196419898,1569.2517933180907,1569.5167510415722,538715
2022-09-07,1563.885053081872,1569.1322625355165,1559.4399571904162,1568.7651727366513,448219
2022-09-08,1565.0945302854743,1572.2795680806644,1563.3144939125486,1568.1502311460695,300369
2022-09-09,1570.5866493686012,1572.4931041624543,1562.5470756719396,1566.379368547682,625102
2022-09-10,1567.2844051904165,1569.1384371217207,1560.8897455607787,1564.043218499587,560866
2022-09-11,1561.2226600748836,1565.847740163019,1556.68105887394,1562.609885426503,965967
2022-09-12,1561.239259719725,1562.9759343782891,1558.7034508660986,1561.3317732350095,756087
2022-09-13,1555.8972840304414,1563.5520031467856,1552.2634041926865,1558.748378747497,691652
2022-09-14,1560.0275634203567,1561.8769182468861,1556.4914276536044,1557.4718211271688,108923
2022-09-15,1556.8046739071676,1559.598456854936,1554.2958445849627,1556.1232320688164,924028
2022-09-16,1550.9825166675757,1555.3006754830308,1550.0984813693437,1553.6930370398384,241669
2022-09-17,1555.122125656103,1558.4043377931778,1549.833085253522,1552.1718130189222,278962
2022-09-18,1545.4437779092787,1553.73310608614,1544.510937915706,1550.2543931361406,528826
2022-09-19,1546.4434029446363,1549.0204418981193,1544.0933824795115,1547.9237045312034,933157
2022-09-20,1547.7747478666197,1551.6915761949404,1545.999556071904,1546.758037014514,460876
2022-09-21,1540.2822239803309,1544.9735775752113,1537.3463455005683,1544.3487884611043,229070
2022-09-22,1539.5104394010946,1547.0528383591954,1536.2226316271922,1542.553726228161,422783
2022-09-23,1537.5653335869895,1542.1311046359458,1536.8497681031442,1541.8837852487504,371705
2022-09-24,1542.5489974022723,1545.8906145468939,1538.07006248751,1541.1929403745187,206972
2022-09-25,1537.1362340340265,1541.9762802558157,1536.382535548912,1540.2376074610022,109378
2022-09-26,1541.6126880695535,1544.1830940206448,1538.115272441411,1538.2798719159682,707782
2022-09-27,1538.599796532104,1541.7927736923107,1534.9117577745822,1536.6949954051436,241156
2022-09-28,1537.3349895393947,1538.2046326420045,1531.8398412614456,1535.3889149253284,270051
2022-09-29,1530.3801755404738,1535.2539246980643,1526.3330701813497,1533.6975069696125,205473
2022-09-30,1536.3522189521384,1540.8645424990696,1531.4763053347767,1531.6622843552677,672429
2022-10-01,1533.1876276668443,1533.8863197678374,1528.2104796033943,1529.1803117623526,444540
2022-10-02,1527.4567999860344,1533.0034402455983,1523.5092811894583,1528.2852883468718,565207
2022-10-03,1524.3978736484908,1532.2631383826238,1522.5552910933338,1527.6990602931915,837443
2022-10-04,1529.6102605037104,1529.895484082759,1523.1004359228714,1524.8065992857323,639476
2022-10-05,1527.109282846187,1528.5668458455084,1518.0583083183615,1522.487837934488,389925
2022-10-06,1518.5561652549886,1525.6921109905818,1514.176504291919,1521.1759357653364,672463
2022-10-07,1518.497287004779,1522.7390725046498,1516.3753704275625,1519.2337058048804,713667
2022-10-08,1519.067471105213,1522.0095607931287,1514.7128270512217,1518.5814950808788,816621
2022-10-09,1512.969726170674,1517.7376233378234,1512.5891427474787,1517.1220627998096,489511
2022-10-10,1514.82551320221,1516.9284359342969,1513.0172558994875,1515.4356666394165,452865
2022-10-11,1510.9134776469925,1513.5342509204463,1509.6132297558652,1512.7583988773322,241947
2022-10-12,1513.6011134323528,1513.6693649092686,1507.4075304965022,1511.6828072412136,172394
2022-10-13,1509.7173811620085,1512.7850362838583,1507.9439577503572,1509.6486389658744,569608
2022-10-14,1510.794736299128,1514.4718913452332,1502.2298666973238,1506.9467301410084,637390
2022-10-15,1499.8681920290824,1505.0954610059025,1494.9581694110122,1504.0407160412797,517930
2022-10-16,1501.2679446434784,1505.6070556646428,1496.460820178702,1502.330507429267,531246
2022-10-17,1504.272897647431,1508.6791485530348,1499.3448955036845,1500.7084622679945,946955
2022-10-18,1495.3219701065998,1500.2956696188191,1494.6159636944421,1499.3896898503676,811330
2022-10-19,1497.4972369397872,1502.6186039384163,1494.0082534529367,1498.3429272515516,511243
2022-10-20,1493.0690450370084,1496.4585553313163,1491.2922896557548,1496.3955088574546,477144
2022-10-21,1492.9969692317914,1497.1357620966337,1492.6154849763334,1494.8968619310058,996106
2022-10-22,1493.1801941840893,1496.363246497098,1489.572977073211,1492.8302071529813,643460
2022-10-23,1487.9474891253417,1492.7543025780567,1486.4692453396406,1490.0773611264392,640288
2022-10-24,1486.6302313576793,1491.3509796192018,1483.5922268375461,1489.3544837350553,664611
2022-10-25,1484.555603475828,1490.643884869067,1481.1979594511736,1487.853684512242,958709
2022-10-26,1487.1100399808904,1488.1527363642942,1485.1473257546036,1486.2567451836812,595482
2022-10-27,1490.036674495683,1490.7661353152876,1484.8741120717725,1485.3949376211356,662610
2022-10-28,1483.234060750372,1490.1335329317476,1482.2602258161974,1487.0171692807207,705502
2022-10-29,1484.2615919376365,1489.6725165927498,1483.8286836434543,1489.2010123866712,808767
2022-10-30,1486.7394610194217,1493.875816266247,1482.9158936302074,1491.2213214029125,469105
2022-10-31,1488.109882497002,1493.975365370528,1483.519407103606,1493.0902441876297,234426
2022-11-01,1492.6943357295158,1498.3755633221238,1490.7234203379062,1494.3457403306822,400797
2022-11-02,1492.8578024618846,1497.8336614606048,1491.0243212450287,1495.214809925835,874271
2022-11-03,1492.2851998856845,1498.682730145942,1490.7978857889934,1496.8858009654446,297780
2022-11-04,1493.288596065285,1500.6098614490816,1493.229110741017,1497.9766837067439,873108
2022-11-05,1494.684274336536,1500.5411532093976,1493.88522525426,1499.4540741088108,548713
